fhfb,7,6,1,9,7,8
fdif,7,8,6,7,9,1
fhfe,1,3,6,7,5,8
fbjj,3,6,1,9,6,2
ffce,4,1,6,4,8,7
fcja,1,8,7,9,5,3
fbfd,1,6,3,2,9,6
feee,3,3,5,9,6,3
fgce,7,8,1,9,1,9
fbac,8,4,5,5,8,1
fiac,6,6,1,6,5,9
fcia,2,5,3,9,6,5
fead,3,7,7,1,3,1
fdac,4,4,1,6,1,2
fgdb,1,2,3,8,2,7
fcbj,9,3,2,3,3,4
fhdc,9,1,1,9,6,8
ffdc,3,5,4,4,8,8
fjge,7,9,4,6,6,6
fbig,6,1,1,4,8,7
fadf,7,8,7,6,3,4
faba,4,2,9,6,3,4
fgeb,2,7,8,4,1,5
ffdf,5,7,8,1,5,1
fjai,6,6,4,8,8,5
fhha,2,8,3,7,2,9
fafj,9,9,3,6,5,8
fbed,1,9,9,5,3,2
fhfg,9,7,7,7,5,9
fdfh,1,3,4,3,7,3
fcgb,5,3,3,9,9,8
fehj,4,7,6,3,5,1
fdfb,2,1,3,8,3,8
feei,8,9,4,1,2,9
fbef,1,1,7,1,6,7
fgig,7,6,8,8,5,7
fhie,7,8,4,9,9,9
fjbh,2,1,8,3,9,4
fefi,9,9,9,2,8,6
ffad,1,5,9,6,2,6
fejb,3,8,1,8,3,9
fdeb,2,9,7,5,9,2
fjeh,8,7,9,9,7,6
fedi,3,4,2,2,1,6
ffee,7,6,9,4,9,9
fgdj,7,2,8,6,2,2
fghd,7,4,8,6,2,8
fjfc,1,7,8,5,8,1
fffh,7,1,2,1,1,6
faii,4,8,9,3,9,5
facf,3,7,5,7,3,6
fbhh,5,3,7,5,3,8
fecc,4,2,5,7,7,6
fhhb,4,8,5,9,2,3
fgdg,1,9,1,3,3,5
fcjc,8,3,8,5,5,7
fdgj,8,6,2,2,3,1
fccj,4,5,2,6,3,3
fafa,4,7,2,8,1,3
fhgg,3,9,3,6,9,4
fedb,5,9,3,1,5,5
fabh,1,3,5,2,6,7
figh,8,9,5,7,7,7
feea,8,9,4,5,7,2
figb,6,8,4,6,8,4
ffdh,9,2,7,2,2,7
fabi,4,6,7,5,9,8
fiah,3,3,6,8,3,5
fidd,9,1,4,7,4,2
fjcf,5,1,6,8,1,8
fede,5,4,5,7,6,7
fjba,7,2,3,6,9,4
fhbi,4,3,7,8,1,8
fafh,4,3,1,6,3,2
febg,1,5,7,8,9,4
fdgh,7,6,5,1,2,4
fici,2,2,2,3,4,1
fhia,7,3,6,9,8,5
fgfa,7,2,6,4,8,8
ffcd,3,1,7,6,4,1
fchb,4,1,3,9,6,3
fccd,6,5,4,5,9,4
fbgg,2,2,4,7,3,8
fgja,7,5,5,7,5,3
fhaj,2,6,6,1,8,5
fbah,5,7,6,6,3,3
fdig,6,4,5,9,5,7
fajh,1,7,7,3,5,6
figd,7,4,4,8,1,2
ffae,6,3,5,1,7,5
fdgi,7,3,5,3,2,9
fgbh,2,3,9,1,3,7
fhhj,9,2,5,5,7,9
fige,9,4,3,4,1,1
ffgi,4,8,6,6,8,7
faib,8,4,4,1,4,1
fgcb,4,6,6,4,9,3
fdce,4,4,3,3,6,1
fgeh,1,3,8,7,7,2
fgch,2,9,7,6,3,3
fghg,3,5,5,7,6,6
fbca,2,2,4,4,1,8
ffig,8,5,6,7,7,1
fhfh,8,8,1,4,8,9
fcjd,5,4,7,6,4,5
fdge,7,1,9,4,2,6
fidi,8,6,4,1,8,9
fecf,9,8,2,1,4,2
fgfh,2,7,9,5,8,8
fhdi,4,3,9,3,4,9
fbjb,4,9,5,7,2,4
fdcd,8,4,1,5,2,7
fjgj,4,3,2,7,2,8
fheb,4,9,5,6,7,8
fjii,3,5,4,4,2,2
fbgh,7,1,9,9,4,7
fhah,3,3,8,7,2,3
ffei,6,1,4,4,4,6
fhjc,2,1,5,7,4,6
fhfd,7,4,9,1,7,7
ffha,9,6,4,8,2,5
ffah,1,5,7,1,6,9
fecb,3,9,7,8,5,1
fbba,1,5,9,8,4,5
fjjj,7,8,2,2,2,9
fhde,8,5,3,5,5,7
fedg,5,4,5,6,5,8
fach,3,8,6,3,2,9
fgcj,1,8,2,5,2,3
fgfc,4,3,8,9,7,8
faae,8,7,1,7,8,9
ffga,7,8,9,9,9,5
fgai,2,7,9,4,1,7
fjcb,9,8,1,8,1,8
fefd,8,9,8,9,5,9
fbdb,7,6,6,8,1,6
ffec,2,4,2,1,4,9
fhdf,3,1,6,8,7,1
ffih,5,5,4,3,4,4
faci,6,6,1,2,8,3
ffaj,9,2,6,2,6,8
fgji,5,5,9,2,2,6
faeb,9,3,6,1,5,6
fafb,4,7,4,7,7,2
febf,1,4,5,4,3,3
ffba,2,5,9,6,8,9
fdeh,9,3,1,4,5,3
fiea,9,2,2,4,8,6
fbai,9,3,9,5,4,1
fhjf,4,8,5,9,3,5
fhgd,1,7,1,4,1,7
fgbe,4,4,5,8,5,2
fbje,5,6,1,9,4,8
ffhj,1,3,1,8,8,6
fibi,3,9,2,8,8,9
fabj,4,9,5,1,2,1
fddh,9,7,1,1,1,9
ffaf,4,7,7,7,5,1
fdag,2,7,4,6,1,5
fjha,3,5,7,6,7,1
fibj,1,8,3,4,4,8
fhjb,8,6,9,3,8,3
fbid,4,1,8,5,8,5
fiae,2,6,4,8,3,1
febd,6,3,7,5,2,5
fefe,2,5,4,8,2,2
fdhi,8,5,9,3,9,8
fhii,6,5,4,6,4,7
fjgi,2,9,1,4,1,2
fega,9,5,6,4,7,6
fjbb,1,2,1,4,4,2
fgid,6,1,9,6,5,6
fhjd,1,4,6,3,3,2
fgii,9,4,7,9,7,6
fbdf,6,7,1,8,1,8
fggg,2,4,7,8,4,7
fcdg,6,8,8,7,2,2
fgea,2,7,6,1,3,7
ficf,5,2,4,5,7,5
fiej,8,5,6,3,4,9
fbea,9,4,6,7,1,6
ffcf,7,4,1,3,9,3
fbgf,1,1,3,4,3,1
fbgj,1,5,9,8,4,6
fgad,5,8,9,4,7,9
fhca,1,3,8,3,2,1
fjej,4,3,5,8,2,1
ffai,2,1,5,7,7,7
ffag,8,1,4,4,4,4
fcgc,6,9,4,8,1,8
fbga,3,5,6,6,8,2
fhaa,8,3,5,8,7,4
fdha,5,3,3,9,4,6
ffea,3,4,9,4,2,6
figf,8,7,3,3,1,2
fhbb,6,6,7,3,8,1
fjdc,8,6,5,3,3,7
fffd,4,6,6,7,7,9
fbdh,2,8,1,9,1,3
fgjg,7,4,8,8,2,5
facb,3,2,7,2,4,9
fcih,7,1,6,4,6,8
ffgf,5,9,6,7,2,1
fcdd,9,7,3,3,3,9
fbbg,3,4,1,6,3,5
fagi,7,3,9,3,9,2
fcjj,7,1,7,3,8,2
fdhe,4,3,6,8,8,6
feag,9,3,6,3,9,1
fghi,9,4,9,4,9,8
fabd,7,8,7,6,6,8
fgjb,8,5,1,8,9,2
fcbd,6,4,4,7,7,9
fdfg,2,9,6,3,2,9
fcef,8,7,8,3,9,6
fgic,4,9,1,7,6,1
fjeg,6,9,3,2,2,8
fgbf,3,7,7,6,2,2
fdad,5,4,4,7,9,9
fgbj,9,1,5,1,6,2
fgjc,7,8,7,7,3,4
fgac,5,4,6,1,5,9
fcdj,8,7,9,6,5,5
fcbf,6,4,2,5,8,7
fgfg,6,8,5,5,4,5
fgaj,6,7,4,8,2,3
fbih,2,3,9,1,9,4
fgbb,2,9,7,4,6,7
fiaj,3,9,4,3,7,2
fagc,3,3,3,7,7,4
ffcj,5,6,7,8,4,1
fbcg,7,7,2,3,7,7
fdib,2,9,2,2,9,6
fhfa,3,8,5,4,6,1
fefj,2,2,2,3,6,7
fghh,2,8,2,5,9,7
fafe,3,4,8,5,6,5
ffhe,8,2,7,4,2,4
fdab,4,1,4,8,5,9
fghj,8,5,1,4,3,7
fija,7,2,2,4,8,9
fhij,4,4,6,7,3,5
fibb,4,9,5,8,3,3
ffgj,2,2,9,5,8,9
fjfa,3,6,3,9,8,6
fcci,7,7,6,9,5,3
fecd,6,6,4,8,4,4
fdbj,9,6,2,7,3,5
fdcj,4,6,3,8,2,7
faig,5,6,7,2,8,9
feji,5,2,2,1,4,8
fhaf,1,1,4,7,6,2
fbhc,9,4,4,2,6,4
fijh,5,7,2,2,4,4
fjfh,5,7,7,3,9,4
fiba,4,2,8,2,5,1
fdcf,2,2,7,6,5,2
fgah,3,8,9,8,2,4
fjhb,4,4,1,9,7,5
fchd,4,6,2,7,6,2
fifj,7,8,9,6,5,3
fjbj,8,6,7,6,3,1
fhhc,8,7,5,3,2,9
fjid,5,1,8,4,6,8
fcbb,9,5,4,5,8,4
fced,9,2,1,4,8,1
fgjh,9,5,9,7,7,3
feha,4,6,2,6,2,8
fdbf,7,7,5,7,9,4
fahg,8,5,6,4,1,9
fjed,9,2,9,6,3,7
feda,9,7,2,2,1,1
fcib,8,9,7,5,9,9
fihb,3,3,2,9,6,3
fabf,4,8,4,8,1,3
fcfh,2,3,5,4,2,9
fcce,8,8,6,6,5,3
feac,9,9,1,2,8,6
fdca,5,5,8,1,9,4
fhag,4,6,4,2,1,6
feih,6,7,8,4,8,6
ffia,8,1,1,7,9,8
ffid,8,4,1,2,1,1
faee,6,2,6,4,7,6
faea,8,1,1,5,2,8
feie,3,9,3,5,9,6
fhic,1,9,9,9,8,3
fbbf,2,4,3,7,4,6
fchh,3,8,3,9,9,3
fjic,8,9,1,5,1,9
fidb,3,4,8,9,6,6
fcic,9,2,8,2,7,8
fiha,5,6,3,1,1,3
fbaj,3,1,1,1,4,3
faaj,1,5,2,3,3,2
fiec,3,4,5,2,7,9
fgdc,1,3,9,8,7,4
fdfi,4,4,6,6,5,4
fcab,3,4,7,7,7,6
fjbi,1,5,8,3,7,9
fjcg,1,1,9,8,5,4
fidg,9,5,2,6,4,3
fifa,1,7,3,6,7,8
fifb,7,7,7,2,3,6
fgca,5,5,1,2,4,6
fada,8,4,5,4,2,6
fdij,1,1,4,8,9,8
fghe,7,6,7,1,7,5
fgcf,1,8,1,3,2,1
fieb,8,9,2,1,7,1
fehi,8,7,5,6,7,8
ffjc,4,3,9,3,6,4
fgbg,4,9,7,4,5,2
fjah,4,9,3,9,6,3
fjib,3,6,5,5,8,4
febe,6,6,5,1,6,8
fdbd,6,3,5,6,5,1
fjff,8,7,3,1,1,4
fece,2,4,5,2,3,4
fhhg,1,2,9,7,3,1
fhcd,7,9,5,2,7,8
fice,4,4,7,3,3,1
fbie,2,7,1,6,5,7
fedd,2,4,4,3,2,3
fdde,3,8,4,6,3,2
fhbg,7,3,3,4,7,9
fgie,1,4,7,3,2,3
fgjd,8,9,1,4,6,6
fbhe,3,2,4,9,6,4
fjhc,7,4,1,6,5,4
fedc,3,4,6,4,5,2
fgfj,6,1,9,7,1,8
fdbe,2,6,9,6,4,4
fjgb,3,5,3,7,1,8
fhce,6,9,8,2,5,6
fefb,7,8,2,5,2,6
fcig,1,2,2,7,1,8
fgff,5,9,6,2,3,9
fabe,6,8,6,6,3,8
fbaf,7,3,2,9,8,3
fadj,1,9,5,4,8,3
ffib,3,9,7,8,9,3
fedh,1,2,3,6,5,1
fddi,7,7,9,2,2,3
fdhb,7,8,4,7,4,2
faij,8,2,4,7,5,6
faga,9,3,4,8,4,8
fccf,2,4,4,9,4,2
fgge,4,5,9,4,7,7
fdia,3,1,2,5,7,8
fibd,6,7,4,3,9,5
fiij,3,8,2,7,9,8
fcje,1,1,4,7,7,5
fcdh,8,3,4,1,8,6
faeg,2,6,2,9,6,4
fafc,4,8,6,3,7,4
fcda,4,6,9,8,2,4
fbhb,7,7,9,7,8,6
fdbi,5,3,9,7,2,3
fajg,9,7,4,6,3,7
fdeg,4,9,4,2,7,8
fibh,2,2,8,7,5,6
fdec,2,2,2,4,6,1
fihd,2,6,6,7,6,3
fajc,6,8,9,6,9,8
fiif,8,6,5,4,8,4
fbbh,9,3,6,3,3,7
feai,8,8,5,3,5,6
fcch,1,2,1,2,2,3
fcec,8,9,7,6,3,9
fbia,8,1,4,5,6,9
fbbd,8,9,2,5,1,3
fcgh,6,9,3,3,2,3
fgif,4,6,5,5,8,6
fiii,1,1,4,6,4,1
fbhj,7,8,1,2,1,5
fcfb,4,6,6,7,8,4
fcjf,8,9,9,7,7,3
fidj,9,7,3,3,2,4
fjcc,6,9,6,5,9,1
fhhi,8,7,2,9,2,3
fifh,4,4,8,3,4,4
fica,5,9,8,5,4,7
fhfc,9,4,6,3,5,9
ficg,7,4,2,9,3,6
fhff,6,1,7,9,6,9
fggi,6,3,9,1,2,3
fbec,9,2,6,3,5,2
fdhj,1,8,2,7,9,3
fida,9,7,8,1,1,6
facd,6,3,8,7,4,8
feja,3,8,7,6,3,4
fjif,7,4,2,3,1,9
fjag,9,2,4,1,5,9
feif,3,3,1,9,6,6
fhgf,4,6,9,2,8,9
fdai,7,2,5,6,4,7
fhgc,9,5,4,1,5,6
fbfa,1,7,2,3,8,8
ffca,7,5,5,2,4,4
fdie,4,1,3,6,1,8
fecg,6,5,5,1,6,5
fgbi,9,9,7,5,7,7
feid,7,2,9,3,2,8
ffac,4,6,8,3,6,4
fdid,9,8,1,9,4,7
