aacb,1,5400
acah,1,7700
adic,1,1800
aedf,1,2800
aedj,1,9000
agjg,1,5200
aifj,1,8700
ajfe,1,2100
aadg,2,9501
aaif,2,5301
adbc,2,2401
afdj,2,5501
aghj,2,2901
ahfd,2,2401
aijf,2,7601
aabc,3,5902
aafi,3,4202
acfa,3,1202
acfi,3,2402
adcb,3,3702
aeje,3,6802
afci,3,1602
agcf,3,6902
agee,3,3702
agfa,3,802
aidc,3,102
aidi,3,2602
aijj,3,7802
ajfa,3,502
aaij,4,8103
abid,4,1403
adee,4,3603
adfi,4,7403
adjg,4,7803
aedg,4,9503
afbd,4,2003
afej,4,5203
aihe,4,8903
ajdd,4,2803
ajge,4,2903
aaab,5,7404
aacd,5,5904
aahd,5,4404
abjg,5,4504
acae,5,304
aced,5,3704
aeii,5,8904
afgb,5,5304
aggj,5,2904
agie,5,6704
agjf,5,6604
aifd,5,4604
aigh,5,2004
aabh,6,305
aaea,6,1005
abgb,6,5405
acaa,6,7405
adba,6,9005
aece,6,6005
agdh,6,4105
aiga,6,9205
aiji,6,9605
ajaa,6,4905
aadh,7,6
aahe,7,1006
abai,7,2206
acbe,7,3406
adch,7,4106
aebj,7,5306
aehc,7,3506
afdf,7,2806
ahda,7,3206
ahjb,7,9206
aihf,7,1206
aije,7,2406
ajbf,7,7906
aaed,8,6907
aaej,8,3407
aafc,8,8807
aajd,8,7007
abdg,8,7
aefd,8,9607
afig,8,4607
ahaf,8,4507
ahbd,8,2107
ajjg,8,6207
abcd,9,1008
abgj,9,9308
acgf,9,8408
adjb,9,3908
aeee,9,2108
aefe,9,8508
afcj,9,1608
agbc,9,4008
ahhj,9,6108
aiib,9,6808
aabg,10,109
aacg,10,8809
aaie,10,909
aajf,10,8309
abcf,10,3309
acjh,10,509
adjj,10,6009
aede,10,7209
aehd,10,9309
agdf,10,9709
ahag,10,5509
ahce,10,1709
ahch,10,6909
ahif,10,5609
aibf,10,9309
aicj,10,3709
acca,11,1410
acdd,11,1210
acig,11,1410
acjc,11,8910
addj,11,1710
aeia,11,3910
afbi,11,1510
afee,11,6610
agbd,11,4210
ahbi,11,4310
ahcc,11,7110
ahfh,11,410
aaec,12,6011
abhj,12,4211
acbd,12,1411
acce,12,7711
aeeb,12,6911
aejc,12,1811
agfj,12,2411
agjh,12,4111
ahad,12,9411
ajcc,12,3111
ajdh,12,111
aaic,13,7712
addc,13,6512
aiie,13,1412
ajbj,13,12
ajch,13,6312
ajhe,13,3112
aaag,14,8413
abbd,14,9713
abdj,14,2213
abfh,14,5613
aceg,14,3413
acei,14,9213
aecg,14,5613
aehj,14,8713
agbb,14,3513
agjb,14,3813
ahee,14,9813
ahhh,14,5513
aidh,14,4413
ajgf,14,6913
abbj,15,6714
acic,15,5414
aehf,15,5614
afaf,15,6114
agbj,15,5114
aghh,15,2614
ahfb,15,9614
ahgj,15,8914
aifi,15,4614
ajda,15,4114
aacf,16,3415
abbg,16,5015
adbi,16,5315
addb,16,4415
addh,16,1215
adei,16,7515
adjf,16,8315
afga,16,6015
agah,16,15
agba,16,3415
agfb,16,6515
agfd,16,4115
ahaa,16,7015
ahbb,16,8215
ajhj,16,2615
aafj,17,2616
abei,17,6816
abfa,17,8916
abgi,17,4216
acab,17,1116
acfg,17,916
acjj,17,5416
aecf,17,1216
aeci,17,5516
afah,17,7016
afhe,17,1616
agdj,17,7516
aheg,17,6916
aied,17,8016
aifa,17,8216
aiig,17,16
ajab,17,5316
ajbb,17,416
aagj,18,7117
acdi,18,6517
agcb,18,7117
agfg,18,1017
aaff,19,8718
acac,19,1218
afac,19,5718
afdh,19,2718
aggd,19,7118
aiic,19,2118
ajce,19,8218
ajde,19,9018
ajii,19,6518
aeea,20,2319
aeec,20,3019
aega,20,7619
aejj,20,6519
afcf,20,1719
agda,20,7919
ahhc,20,6619
ahib,20,3719
aidg,20,719
ajic,20,7819
ajig,20,5419
aaai,21,6320
abdi,21,9120
adgj,21,3420
aebi,21,9620
afca,21,8720
agdg,21,7220
agge,21,3020
ahcd,21,3920
ahgi,21,2420
ahii,21,6020
ahjh,21,20
ajif,21,9920
abab,22,2921
abge,22,9821
acif,22,521
aefh,22,4121
affi,22,9621
agih,22,7721
aida,22,721
aifc,22,8921
ajhb,22,6821
abdc,23,5822
accg,23,8322
acjd,23,7822
adda,23,9522
addi,23,1122
aeic,23,9922
aeih,23,8822
agif,23,3722
ahgf,23,2922
aicg,23,1922
aife,23,7222
abbi,24,1323
abeg,24,1523
acie,24,2823
aeeg,24,5123
ahic,24,5723
ajbg,24,8823
ajdj,24,9623
ajjb,24,9923
aaaf,25,2624
aabj,25,1024
acjb,25,8424
adbf,25,5224
adce,25,1524
afgf,25,2524
agdi,25,9724
aggc,25,1724
aiac,25,2524
ajai,25,6524
ajef,25,2324
ajgi,25,7024
aadd,26,525
aagd,26,3925
abfi,26,1925
adgb,26,6925
afce,26,9525
affj,26,7325
afji,26,4925
ahdb,26,8225
aice,26,9225
ajci,26,4225
aajh,27,5426
accc,27,7726
acdh,27,4426
adcg,27,3026
adfe,27,6926
adif,27,8726
aebf,27,3926
ahei,27,2926
ahfc,27,4726
adfj,28,3527
adha,28,4927
aeag,28,3827
aegd,28,3927
afie,28,8427
afja,28,7827
aggg,28,6827
ahhi,28,8427
aibb,28,9727
aieb,28,9727
aaji,29,4528
abgh,29,9828
adhb,29,7928
afdc,29,5728
afij,29,4228
abbb,30,2229
abea,30,1929
acfh,30,3429
acgh,30,4329
aeef,30,629
aegc,30,5929
ahdf,30,7929
ahja,30,6329
aaid,31,8830
abhc,31,430
acjg,31,6230
aeaj,31,4930
aeif,31,8430
afhc,31,5330
aghe,31,6130
ahhg,31,6830
aibj,31,830
aiij,31,4630
aija,31,9930
adii,32,5031
aeji,32,7831
afcd,32,531
afdb,32,4431
afha,32,5131
abfb,33,6232
acai,33,6632
adji,33,1532
affc,33,932
agaj,33,3232
agjc,33,7232
ahhf,33,6432
aief,33,7332
aada,34,2933
acbi,34,9333
aefc,34,7233
afai,34,1633
aghb,34,8433
ahbc,34,3533
ajaj,34,3333
ajbe,34,5933
acgd,35,6634
acgi,35,2834
adbh,35,8734
afbg,35,434
agaf,35,8634
agbg,35,5634
agcg,35,6734
aggb,35,4434
aghi,35,5434
agig,35,2634
ahfe,35,3534
ahga,35,6834
aiaa,35,8934
aieh,35,1034
ajfi,35,9634
aacc,36,9135
abci,36,8735
abee,36,835
acad,36,7835
acff,36,3835
adig,36,535
ahdd,36,7935
aiai,36,6635
aigb,36,5335
ajad,36,3535
ajfg,36,1835
aagf,37,6736
abgd,37,4336
achi,37,3636
afbf,37,6336
ageh,37,9336
aghg,37,9236
ahca,37,336
ahec,37,6836
aicc,37,36
ajbi,37,9136
ajeb,37,8536
aabb,38,3837
aafe,38,1237
aajj,38,6837
aeac,38,3937
aedb,38,3237
aeha,38,9937
aeig,38,3437
afhi,38,5337
agea,38,7337
agib,38,6237
ahbf,38,237
aibc,38,6837
aidf,38,7937
adci,39,1938
adid,39,7238
adij,39,7938
aehg,39,9938
aeib,39,2038
afbc,39,8338
aiei,39,4538
ajih,39,5338
aahc,40,2539
aahg,40,3239
acda,40,3639
achj,40,8439
acih,40,3739
adab,40,3939
adaf,40,3239
adfa,40,139
adgf,40,639
aeij,40,9539
ajah,40,939
ajec,40,39
ajgj,40,9639
aaac,41,1240
aaca,41,9840
aade,41,5240
aaei,41,9140
abif,41,6740
abja,41,1340
acha,41,8040
ache,41,8940
ageb,41,3140
aadc,42,641
aadf,42,6241
afhf,42,1941
aghd,42,7841
agia,42,4741
aiab,42,41
ajag,42,4741
aagi,43,6742
abch,43,6642
adib,43,1242
adih,43,9342
afgi,43,5242
agag,43,1542
ajhf,43,9842
aagc,44,5143
aajc,44,7943
aajg,44,3743
abec,44,4443
abhg,44,1043
adbj,44,5243
aeej,44,4743
afgd,44,1743
agef,44,5043
ahdg,44,2443
aigf,44,8943
ajgc,44,1543
aaaa,45,5544
accj,45,1044
aceh,45,4344
adai,45,1944
adff,45,6944
aeae,45,2844
aeed,45,4844
aehe,45,4044
agfc,45,9244
aggi,45,4744
aghc,45,6044
agjj,45,9944
ahaj,45,944
ahbj,45,6944
abgc,46,9345
abjh,46,1745
acbh,46,6445
aecj,46,7145
ahhe,46,2245
ajea,46,3445
ajia,46,3345
abce,47,6546
abhb,47,6146
acej,47,2746
adgg,47,5946
aeie,47,1646
aghf,47,9746
aaae,48,9247
aaaj,48,4647
aahb,48,7747
acji,48,9547
ahcb,48,7147
ahfg,48,3147
aijb,48,6747
ajdg,48,6747
achc,49,6748
adjh,49,7948
afaj,49,9948
afhj,49,7048
aibd,49,2848
ajgb,49,3748
aabf,50,2349
aaig,50,7549
abba,50,5649
abcj,50,6549
abie,50,9349
afec,50,3749
afgg,50,4549
agad,50,3249
ahae,50,7849
ajbh,50,5949
ajid,50,8449
aahi,51,6550
abeh,51,5850
acii,51,3950
adje,51,5650
aefi,51,9750
afag,51,1950
afih,51,4150
agca,51,2850
ahjf,51,9450
aifb,51,4750
aigj,51,2550
ajgh,51,9650
abdf,52,5851
acbb,52,5651
acia,52,1451
adhi,52,4751
affd,52,7651
ajie,52,7151
acag,53,5452
acbg,53,8152
adfh,53,9952
adhc,53,6252
ahbe,53,8552
ajfb,53,8852
ajfc,53,8752
achd,54,3753
achh,54,2353
adhh,54,6453
adie,54,7753
afdd,54,7753
agce,54,3053
aheb,54,1353
ahij,54,6653
ajga,54,7053
ajij,54,5053
ajjc,54,5153
abii,55,2354
adgi,55,1854
adhe,55,2754
afjj,55,54
agfe,55,7954
ahgb,55,9254
ahha,55,8254
aiad,55,5554
aibh,55,854
abef,56,1855
acbc,56,7655
acfe,56,8755
acge,56,9955
adhf,56,9855
afeb,56,8255
affh,56,8055
aidj,56,7355
aijh,56,2355
ajcj,56,455
acbf,57,3356
addf,57,556
aedc,57,9956
afed,57,7356
afgc,57,1756
agab,57,56
ahab,57,3656
aigi,57,3356
ajjf,57,8056
aaeg,58,9257
abje,58,1557
aefb,58,4857
afff,58,457
ahci,58,4857
ahfj,58,4357
ahig,58,6957
aaah,59,4358
acbj,59,6858
acdj,59,7358
acje,59,5058
adaj,59,4858
adec,59,1458
aebe,59,1258
afge,59,3058
ahjj,59,6958
aibg,59,8458
ajji,59,4058
aace,60,3559
adfd,60,159
aeab,60,6459
aedd,60,6459
agcj,60,1659
aiej,60,4959
aigd,60,5659
aiha,60,9359
ajba,60,4659
aaeh,61,2060
aaje,61,5260
abbe,61,1060
acdc,61,2160
adcd,61,4160
aech,61,160
afhb,61,4260
afjg,61,8460
agcc,61,6960
agha,61,460
ahjc,61,2260
aica,61,3860
ajfj,61,6060
ajhh,61,3660
abbh,62,4961
acec,62,9361
afhh,62,1661
agdb,62,2961
agjd,62,4561
aicf,62,8861
ajjh,62,4861
abga,63,2162
aeah,63,4362
agbe,63,7662
agde,63,2562
agii,63,4762
aicb,63,3962
ajae,63,4462
ajgg,63,5762
aahh,64,263
abfj,64,5363
acba,64,8263
adjc,64,4863
adjd,64,7163
aedi,64,7163
agfi,64,163
ahjd,64,5263
aich,64,3763
aaja,65,1864
abca,65,3064
abdd,65,8064
abij,65,4964
acaf,65,3164
acij,65,164
afch,65,9164
aaad,66,9065
aage,66,365
abhf,66,1265
acdf,66,2465
acjf,66,8865
addg,66,9765
adej,66,5365
adgh,66,6865
afcc,66,8565
afia,66,6865
agch,66,7865
agei,66,3665
aiah,66,4665
aiid,66,9165
aijc,66,9965
ajfd,66,9965
ajhd,66,5665
aagg,67,166
abbc,67,1166
abfd,67,6966
abgf,67,7466
abia,67,2666
adah,67,566
adfb,67,2766
adhg,67,5166
aecc,67,5566
aeja,67,7866
afea,67,2666
agac,67,666
ahdi,67,1366
ahgd,67,3266
ahhb,67,5566
aiaj,67,6766
aifg,67,3466
ajee,67,1666
aagh,68,9867
abhi,68,3467
acch,68,8567
adcc,68,3667
aebb,68,7667
aehh,68,9167
afde,68,767
agaa,68,1567
agdc,68,8067
ajcb,68,9067
abhh,69,3468
abjb,69,868
acef,69,2768
acgj,69,1968
adfc,69,9068
aeaa,69,1368
afab,69,7768
afdg,69,3868
agic,69,5768
aidb,69,4168
aigc,69,2868
aihj,69,7368
abah,70,3269
abcg,70,5669
abde,70,1769
abeb,70,4769
abjc,70,369
adja,70,2869
aeda,70,6169
agbh,70,2269
ahdj,70,2269
aaeb,71,9070
abji,71,6370
adag,71,4870
adia,71,8170
ahid,71,4170
aiaf,71,4770
ajcf,71,1870
ajff,71,6970
aaba,72,8471
aabe,72,6471
aafd,72,8571
aaia,72,3671
acaj,72,5271
adbd,72,771
adbe,72,971
aegb,72,2271
affg,72,9371
ajdc,72,5771
abjj,73,5072
acfc,73,9772
aead,73,3972
afif,73,5072
ahcj,73,72
ahie,73,2472
ahih,73,1972
aicd,73,2472
accb,74,673
acde,74,8973
acga,74,4473
achg,74,2873
adcj,74,2573
adea,74,6073
aebc,74,6173
ahje,74,2473
aiba,74,773
ajei,74,8273
ajha,74,9273
aadj,75,2174
acdg,75,4374
addd,75,174
aded,75,8474
aeei,75,8774
afdi,75,6174
afei,75,8674
afhg,75,8374
agej,75,5774
ahai,75,3474
aide,75,6074
aadb,76,6175
abbf,76,2075
abfg,76,275
acfb,76,6975
acid,76,7575
aebg,76,275
aejb,76,2875
afgj,76,7075
ajhc,76,8175
aabd,77,176
aefg,77,7176
afib,77,776
ahcg,77,6876
aiee,77,2576
ajgd,77,9176
abae,78,3677
abag,78,2277
abih,78,5977
adaa,78,2477
adad,78,5577
adcf,78,5077
adga,78,8877
afaa,78,6477
afae,78,7077
afcb,78,9377
afcg,78,3777
ahac,78,8377
aieg,78,3677
aihg,78,6477
ajdi,78,3877
aaci,79,4278
affe,79,4278
afgh,79,3278
ahej,79,7578
aihc,79,2278
aiih,79,4878
ajbd,79,6778
abaj,80,5179
abda,80,3479
accd,80,1779
adeb,80,6479
afii,80,9479
ahed,80,6679
aiea,80,1179
ajca,80,579
aafb,81,8980
aahj,81,2380
acci,81,7380
aceb,81,4780
acfd,81,5280
aegg,81,3080
aegi,81,6880
ahdc,81,80
aihh,81,2580
adef,82,8781
afba,82,2081
afbh,82,9181
afhd,82,8881
agec,82,7381
aibi,82,1281
abdb,83,3982
acgc,83,3082
adhj,83,2682
aege,83,5082
aejh,83,9882
ahbg,83,2182
ahgc,83,2582
aici,83,8882
aiec,83,7082
ajdb,83,5482
aaef,84,2483
aaga,84,3283
aajb,84,4983
abff,84,5283
abib,84,2383
accf,84,9283
achb,84,8883
aeca,84,6083
aeeh,84,2383
afda,84,5683
aiae,84,1483
ajhi,84,6683
ajjj,84,9583
aach,85,5484
aafa,85,3084
abac,85,4584
afad,85,9984
afjd,85,9584
ageg,85,6484
agje,85,7284
aige,85,1284
aacj,86,6885
abfc,86,2385
abjd,86,685
adhd,86,6385
aegh,86,4585
afjc,86,5885
agdd,86,8585
agid,86,3985
agja,86,6485
ahah,86,7085
ahgh,86,5985
ahjg,86,8185
ajdf,86,6585
ajej,86,9685
ajib,86,7185
aafg,87,1986
aaib,87,5986
abad,87,7786
acdb,87,4786
affa,87,9086
ahbh,87,1186
aiag,87,1986
abcb,88,3187
abig,88,6687
acja,88,8387
aejg,88,3287
agbf,88,8787
agcd,88,5087
aggf,88,4287
ahba,88,9987
ahff,88,2787
ahji,88,1787
aihb,88,887
aagb,89,3488
abgg,89,188
abhd,89,9188
adfg,89,1588
agfh,89,4688
ahde,89,3988
ahef,89,5388
adgd,90,5389
aecb,90,2489
aedh,90,7389
aefa,90,7689
agae,90,5289
aiii,90,1189
ajac,90,8689
ajeh,90,489
ajhg,90,7989
aahf,91,4490
abjf,91,190
acib,91,1190
aeff,91,9590
afbj,91,5690
afje,91,3590
agbi,91,9290
ahge,91,7190
ahhd,91,5090
ajed,91,6290
abaf,92,5591
aegf,92,9491
afbe,92,9391
afjh,92,4491
ahfa,92,5291
aiia,92,3891
abfe,93,3592
acee,93,6192
achf,93,9292
adae,93,7692
aeaf,93,6692
aefj,93,2692
aggh,93,6592
ahia,93,3092
aihi,93,8592
ajaf,93,7592
aaha,94,8393
abha,94,8393
abhe,94,5593
acgb,94,2393
adbg,94,1293
adde,94,9993
aebh,94,1793
aejf,94,6893
afef,94,9493
afeg,94,3693
aihd,94,2793
aiif,94,5693
ajbc,94,6493
adgc,95,4294
affb,95,7394
afic,95,794
afjb,95,5494
agci,95,1394
ahcf,95,4394
ahea,95,6794
aijg,95,8094
ajjd,95,9294
aaih,96,2895
abaa,96,8895
abed,96,3095
aegj,96,6595
aeid,96,7495
afjf,96,5295
aheh,96,1995
ahgg,96,1195
abic,97,6796
acfj,97,8296
adbb,97,3396
adeh,97,4896
aeba,97,3396
aebd,97,5196
aejd,97,3796
afbb,97,1896
afeh,97,3396
agai,97,296
agji,97,3196
ahfi,97,9696
aifh,97,5496
aigg,97,3596
ajcd,97,6896
ajeg,97,4196
abcc,98,1697
acea,98,9697
aeai,98,9497
aehi,98,7997
afid,98,7797
aged,98,7697
agff,98,2297
agij,98,2797
aibe,98,3897
aidd,98,9597
ajcg,98,4497
aabi,99,7798
aafh,99,6398
abdh,99,398
abej,99,9198
adca,99,8898
adeg,99,3698
aecd,99,7298
ahdh,99,9498
ajfh,99,6598
aadi,100,599
aaee,100,5599
aaii,100,1699
acgg,100,9099
adac,100,4299
adge,100,7099
aehb,100,9199
agga,100,2699
aiff,100,4499
aijd,100,2799
ajja,100,1399
ajje,100,9099
bbcc,1,0
bfci,1,6100
bfhf,1,5900
bfja,1,3700
bgfd,1,8100
bghe,1,2300
bhbj,1,6500
bibd,1,9700
biic,1,6700
bijf,1,9600
baae,2,1701
bbce,2,8501
bcdb,2,7701
bcee,2,3701
bdbc,2,9401
bdee,2,1401
bdff,2,1101
bdgi,2,2001
beag,2,1601
beah,2,901
beih,2,3701
bgca,2,4501
bjea,2,9301
bafd,3,2
bbei,3,502
bcja,3,5002
bdid,3,3002
bfaf,3,6602
bhhb,3,7602
bifh,3,9902
bagj,4,9503
bbgh,4,803
bcaa,4,7703
bccj,4,7503
bdfa,4,7703
bdig,4,4103
befd,4,9903
bfgd,4,1503
bfjb,4,9803
bhef,4,6903
bjgb,4,7203
baha,5,2904
baia,5,6304
bbba,5,9204
bbcj,5,5104
bbfc,5,304
bbhe,5,3904
bdbg,5,3904
bddh,5,3704
beaf,5,6804
bgce,5,4204
bgjc,5,8404
bhhh,5,2204
baaj,6,1905
baca,6,7205
badi,6,4605
bajf,6,1105
bbeh,6,5905
bbff,6,8805
bcdh,6,9205
bdjg,6,1705
beac,6,5605
bebd,6,9405
beib,6,5305
bhji,6,3705
bbdg,7,1906
bfae,7,2406
bfdc,7,3506
bggf,7,1906
bhbe,7,3006
bjff,7,2506
badb,8,6707
bahi,8,3107
bbde,8,9507
bbhb,8,7507
bcae,8,2407
bcdi,8,607
bcfa,8,3107
bcgg,8,1107
bfhg,8,7307
bfje,8,1307
bhea,8,8707
bigf,8,9307
biij,8,6107
bafb,9,1408
bdfh,9,9608
bdji,9,3608
bech,9,4608
beie,9,5208
bfaj,9,5408
bfha,9,5808
bggg,9,9708
bide,9,9608
bihe,9,2708
bcjb,10,1509
bdae,10,8909
bdjd,10,3409
behe,10,9309
bfcf,10,9309
bfhd,10,4909
bgaj,10,6209
bhfg,10,3909
bicd,10,5509
bagc,11,9910
bbec,11,3210
bdfg,11,4710
behf,11,2810
bgcf,11,110
bgfg,11,8210
bifb,11,4010
bijg,11,5710
bjcd,11,6410
bjcg,11,6010
bjdg,11,4210
bacd,12,8711
bagi,12,2011
bbja,12,1311
bcbb,12,5811
bdfd,12,1611
bdfj,12,811
bebb,12,6011
bige,12,3411
bjib,12,9411
bcbg,13,5212
bdcg,13,4812
behc,13,2512
bfih,13,7012
bjhj,13,8212
bajb,14,6013
bceh,14,8913
bdfb,14,9413
beje,14,2913
bfbc,14,713
bifg,14,2813
baed,15,3714
bahf,15,7914
bbee,15,7514
bbfe,15,4514
bbjg,15,5414
bcdc,15,8314
bcgj,15,1714
bdaf,15,1714
bebe,15,9014
bedc,15,1814
befc,15,8114
bejg,15,7714
bfbg,15,814
bfdb,15,7214
bfeh,15,714
bfhi,15,6614
bief,15,4714
baeb,16,9615
bbij,16,6715
bdde,16,315
becd,16,6915
beeg,16,6315
bege,16,6915
bgid,16,1815
bhjg,16,4715
bjid,16,2715
bbaf,17,6316
bcej,17,5016
bdej,17,6816
bdih,17,4616
bdje,17,2316
befb,17,7016
beid,17,1416
bhhi,17,1416
bigi,17,8916
bagh,18,9517
baih,18,4917
bbbe,18,3617
bcgf,18,3317
bddd,18,7917
bfbj,18,7817
bhfe,18,4417
biac,18,3917
bibf,18,5717
bici,18,1917
bidb,18,8617
bijb,18,2817
bjih,18,1517
baec,19,5318
bbda,19,6918
behd,19,4618
bgcg,19,518
bgif,19,7818
bhbc,19,5818
bhjb,19,5318
bicf,19,3718
bied,19,9118
bjbi,19,6218
bjhd,19,2618
bacg,20,3119
baea,20,1919
bafe,20,119
bbdi,20,3219
bbjf,20,8919
bcaj,20,7219
bdbi,20,1819
bfhb,20,2819
bgec,20,7319
bgfc,20,3719
bggj,20,5519
bgjd,20,319
bhba,20,7119
bjbj,20,8519
bbac,21,2320
behi,21,2620
bghj,21,5220
bhdi,21,2320
bieb,21,620
bjfg,21,4320
baaf,22,2221
baie,22,3921
bbgc,22,9121
bbje,22,1221
bcdf,22,721
bddj,22,7721
bdgd,22,1621
befj,22,4221
bgej,22,9821
bhjf,22,8521
biba,22,3121
biee,22,321
bjce,22,6621
bjfh,22,4321
bjig,22,5221
bjjb,22,7221
baag,23,5222
baji,23,622
bbjc,23,22
bcgi,23,2522
bcih,23,6122
beic,23,2122
beja,23,7922
bhbd,23,6222
bhdf,23,422
bhig,23,7322
bhij,23,5822
bidf,23,5422
biha,23,8522
bjhe,23,7122
bahd,24,8223
bbbh,24,7323
bbgi,24,4623
bebj,24,6523
bffb,24,4623
bgeg,24,9623
bgha,24,6623
bghh,24,1923
bada,25,9824
bbeb,25,2424
bccc,25,924
bcea,25,6424
bchh,25,24
bfie,25,6424
bjjg,25,4324
bahj,26,8125
bbcd,26,7025
bcdj,26,6525
bdbh,26,6225
bdjc,26,3525
beej,26,1325
behh,26,5625
bgga,26,4025
biah,26,5725
bbhc,27,8626
bcfb,27,7926
bdac,27,5426
beei,27,3626
bfad,27,3626
bfhe,27,1626
bfjh,27,1426
bgib,27,6226
bgie,27,4326
bgjg,27,2226
bhff,27,6526
biii,27,8826
bijj,27,4626
bjei,27,5326
bjga,27,8126
bjgi,27,8026
bajg,28,27
bbah,28,4727
bbef,28,6827
bdhg,28,2227
beci,28,5727
behg,28,5127
bfbi,28,2327
bffd,28,4927
bggb,28,9727
bhic,28,227
bibj,28,27
bjhb,28,7327
baad,29,9028
bbbb,29,5628
bbch,29,8528
bcbi,29,4928
bccg,29,1428
bcfj,29,2528
bedg,29,3428
bgdg,29,3828
bggi,29,4428
bhib,29,3028
bigd,29,6028
bjaf,29,3628
bjaj,29,428
bace,30,1329
bajd,30,8029
bbgf,30,8629
bbih,30,5829
bcad,30,6329
bcgh,30,7129
